2026-02-01 00:00:22 | INFO | api | File uploaded id=file_42n90n139u bytes=8474293 (env=staging, region=me-south-1, ip=253.36.219.1, request_id=wdpduslkusn81kf7, trace_id=6u1ojwpg3jkcatp4kydeh3bv, ua="PostmanRuntime/7.36.0")
2026-02-01 00:05:59 | INFO | api | Token refreshed user_id=2952 (env=prod, region=us-east-1, ip=18.117.101.6, request_id=j9m5jsrc337l7ny6, trace_id=3qhh46j56jknd21p999erc7l, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:06:23 | INFO | api | Config loaded version=5.15.44 (env=prod, region=me-south-1, ip=9.225.122.86, request_id=e9xk40fy6cums9iv, trace_id=3zyu6zx49p1awo4giniztn3y, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:06:26 | INFO | api | User logout success user_id=2874 (env=staging, region=eu-west-1, ip=230.98.19.139, request_id=9qyi8xykgm6sf56r, trace_id=7iga2cl1mpchpvnujgjdkrv6, ua="PostmanRuntime/7.36.0")
2026-02-01 00:07:26 | INFO | api | Job completed successfully: job=sync-users duration_ms=100 (env=staging, region=us-east-1, ip=101.32.105.14, request_id=3m7xkr1tpfqyh0ej, trace_id=6v7j6m03e7urb0hwouzeip7c, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:07:51 | INFO | api | User logout success user_id=9801 (env=dev, region=eu-west-1, ip=1.211.177.45, request_id=mtdgszhon6zz8eff, trace_id=tdf3cn92p34mejidrc3kyz3g, ua="PostmanRuntime/7.36.0")
2026-02-01 00:08:44 | INFO | api | Cache hit key=user:2239 ttl_s=3228 (env=prod, region=ap-southeast-1, ip=95.158.107.206, request_id=6tv8z8t86jggui6v, trace_id=fa87qe4jfq1e0ejveetkusj6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:09:24 | INFO | api | User logout success user_id=9954 (env=prod, region=ap-southeast-1, ip=226.215.131.201, request_id=6bf7pxdvpat8guy0, trace_id=2tc3tz32zjuuepmiqi0tnq4e, ua="curl/8.4.0")
2026-02-01 00:09:42 | INFO | api | Batch processed records=925 duration_ms=2419 (env=dev, region=ap-southeast-1, ip=107.215.206.44, request_id=lwrbm0rxxv2wqh3u, trace_id=tx2n4952kk365f9kmdiw1lcu, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:10:21 | INFO | api | Token refreshed user_id=2105 (env=prod, region=eu-west-1, ip=116.220.29.16, request_id=suck77esgg10bpeo, trace_id=lry9gpneiskz7oncqd46t5k7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:10:34 | INFO | api | Cache miss key=rate:103.236.127.48 (env=prod, region=ap-southeast-1, ip=103.236.127.48, request_id=qldwak8ei2ht5v23, trace_id=goy0dzo49i67dbprgr66z0dr, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:10:45 | INFO | api | Cache miss key=user:1590 (env=prod, region=me-south-1, ip=73.123.41.65, request_id=tmq7aapshnwulaa4, trace_id=62iv4dcj8yt03dy1gf9s16vw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:10:47 | INFO | api | Metrics pushed cpu=45% mem=75% (env=prod, region=ap-southeast-1, ip=209.224.81.114, request_id=mtjkt20xtgznufoq, trace_id=327vhgt024jgsrtsn2jfkpi1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:11:28 | INFO | api | Metrics pushed cpu=93% mem=46% (env=staging, region=me-south-1, ip=162.116.5.50, request_id=57z2ycb0ev8ddost, trace_id=jf660obry8x133ubnrf5aasx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:12:51 | INFO | api | Batch processed records=2319 duration_ms=3064 (env=prod, region=me-south-1, ip=1.176.132.198, request_id=dpy76qba06oo5n2x, trace_id=2brfowqp9k1hiu2rpi9xpbm6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:13:08 | INFO | api | Job completed successfully: job=rebuild-index duration_ms=1552 (env=staging, region=me-south-1, ip=233.104.230.107, request_id=3dk6mh42jrf2xv9m, trace_id=m61lolgml21jjmae2m5c8xu9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:13:27 | INFO | api | Cache hit key=rate:150.167.14.146 ttl_s=1685 (env=prod, region=us-east-1, ip=150.167.14.146, request_id=3e51d8m9khv65sq3, trace_id=sedp6qs8zy0xnltcavgnrn71, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:13:48 | INFO | api | File uploaded id=file_ec3vxv6jxn bytes=7892174 (env=prod, region=eu-west-1, ip=198.178.154.70, request_id=yka8n65ythmsu0pl, trace_id=brx5lhdzqbkmprofbn1v0z51, ua="PostmanRuntime/7.36.0")
2026-02-01 00:14:23 | INFO | api | Batch processed records=2189 duration_ms=2858 (env=prod, region=me-south-1, ip=113.252.141.4, request_id=7gbc0lnenjm1mh45, trace_id=hh9uh1im3tbsgq013ulhacrg, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:15:02 | INFO | api | User login success user_id=5217 (env=prod, region=eu-west-1, ip=134.150.48.30, request_id=9yk2s0aig8z6kz5h, trace_id=74f37j1wbf18503b1vbk6wpt, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:15:27 | INFO | api | File uploaded id=file_fz786du603 bytes=6628341 (env=dev, region=ap-southeast-1, ip=126.83.37.253, request_id=i36gj6lsvta6bzqt, trace_id=sgv13b1gd67v5gouilnudbqh, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:15:59 | INFO | api | Token refreshed user_id=6939 (env=prod, region=eu-west-1, ip=69.64.233.119, request_id=8flskn4rv7dbx1t2, trace_id=d7xjdpjkzl2ozma9zf0g2ef1, ua="curl/8.4.0")
2026-02-01 00:16:02 | INFO | api | Job completed successfully: job=invoice-run duration_ms=1980 (env=staging, region=me-south-1, ip=195.185.161.188, request_id=mwmcim9y90yu8fx9, trace_id=vqh2qgq6o7vysepbowmcrl2v, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:16:07 | INFO | api | Cache miss key=cart:8622 (env=staging, region=ap-southeast-1, ip=135.131.60.8, request_id=nqyi951ikna7zkw1, trace_id=g6nvd31kwyo2tswd3o84dzer, ua="curl/8.4.0")
2026-02-01 00:16:11 | INFO | api | Cache hit key=user:4943 ttl_s=58 (env=prod, region=us-east-1, ip=84.57.224.250, request_id=hxef14x8705mp2cp, trace_id=0gopct3qs49i1k4y0qpr7toq, ua="curl/8.4.0")
2026-02-01 00:17:07 | INFO | api | Token refreshed user_id=6366 (env=prod, region=ap-southeast-1, ip=171.85.142.252, request_id=6obow7f7oixcemwq, trace_id=tbavmzutxzfvx6jt8ma18nhk, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:17:34 | INFO | api | File uploaded id=file_ce65zxgtay bytes=4017010 (env=prod, region=eu-west-1, ip=122.62.197.216, request_id=xl638nx3w2m874um, trace_id=c5vv5nwbmj888dk6khs7drl2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:18:32 | INFO | api | Batch processed records=4161 duration_ms=2577 (env=prod, region=ap-southeast-1, ip=155.159.16.213, request_id=dnui2qjgd3op664l, trace_id=ru4rwiafuumcoyermo8p83c2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:19:09 | INFO | api | Config loaded version=3.19.32 (env=prod, region=ap-southeast-1, ip=224.100.194.198, request_id=ihnwzc0dxzbjnwbk, trace_id=6boc6fir3s6lbrltmtiu6dn7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:19:20 | INFO | api | User login success user_id=1851 (env=staging, region=me-south-1, ip=114.14.6.24, request_id=a83dmi7uavahw8aj, trace_id=bpqf29cnf71j11dfexz30kmg, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:20:18 | INFO | api | Token refreshed user_id=6951 (env=dev, region=ap-southeast-1, ip=48.133.143.185, request_id=68hem5bbjfowzsif, trace_id=fnjq5cssaks3b8vqepqeazic, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:20:30 | INFO | api | File uploaded id=file_mjcrocjnap bytes=4106052 (env=prod, region=me-south-1, ip=65.161.105.18, request_id=s2bl5s9rj7222vfa, trace_id=z9gnhhvxtm734yi790nfioda, ua="curl/8.4.0")
2026-02-01 00:20:52 | INFO | api | Cache miss key=rate:75.214.107.58 (env=prod, region=us-east-1, ip=75.214.107.58, request_id=t8nzejadv18h4c6h, trace_id=grehrmgfdf4ztqibtntp9aab, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:20:54 | INFO | api | Batch processed records=3866 duration_ms=40 (env=prod, region=eu-west-1, ip=184.64.186.250, request_id=6d85zd90q0b63hd7, trace_id=f91mwseb7xytljkrotgvvr88, ua="PostmanRuntime/7.36.0")
2026-02-01 00:21:11 | INFO | api | Batch processed records=3845 duration_ms=878 (env=staging, region=me-south-1, ip=22.89.53.157, request_id=wyutm6wq0dk50gtu, trace_id=3vwjf97jhrxoqm3s1qfgn79j, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:21:12 | INFO | api | Job completed successfully: job=sync-users duration_ms=561 (env=staging, region=eu-west-1, ip=230.65.149.238, request_id=0r5t14v632ezbquj, trace_id=lye46wamncd3e7novha53y67, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:21:13 | INFO | api | Token refreshed user_id=6769 (env=prod, region=me-south-1, ip=149.2.67.222, request_id=aha0qhmzm5j51dex, trace_id=knul9m1ypz63on2832bi5xwf, ua="PostmanRuntime/7.36.0")
2026-02-01 00:21:36 | INFO | api | PUT /orders 403 (1793ms) (env=staging, region=us-east-1, ip=88.26.131.176, request_id=k4330urjdfozftci, trace_id=knof49nabc096e8g2v8fnx3p, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:21:39 | INFO | api | User login success user_id=7319 (env=staging, region=me-south-1, ip=169.163.21.123, request_id=bmwitudfc5y7vrvs, trace_id=2c64ucrg9zk3izupusex4rdw, ua="curl/8.4.0")
2026-02-01 00:21:53 | INFO | api | Job completed successfully: job=send-digests duration_ms=3025 (env=staging, region=me-south-1, ip=158.39.98.219, request_id=oz5vdbhgmgjlxo2z, trace_id=f3bxay9xxnd6oihdu9qamuov, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:23:26 | INFO | api | File uploaded id=file_wzz6uo7h5s bytes=7729128 (env=dev, region=us-east-1, ip=37.248.207.54, request_id=dfzhcx36igntrku4, trace_id=inin552csrm4wfn4xnk4gviv, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:23:55 | INFO | api | Job completed successfully: job=rebuild-index duration_ms=1629 (env=prod, region=ap-southeast-1, ip=73.198.48.209, request_id=ns64wc9sink4tiem, trace_id=nqxe0bhmmh5aw9r8439ny23g, ua="PostmanRuntime/7.36.0")
2026-02-01 00:24:41 | INFO | api | User logout success user_id=4378 (env=prod, region=me-south-1, ip=35.34.211.227, request_id=ssp3iy9zn2em0z0j, trace_id=1mb172booirchi7c4w2nvprt, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:24:53 | INFO | api | Batch processed records=4113 duration_ms=2912 (env=prod, region=ap-southeast-1, ip=229.86.13.54, request_id=pipsblvcqnfw5za1, trace_id=abuoj87s5v9nb38m6w7f8oqr, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:25:00 | INFO | api | Job completed successfully: job=cleanup-sessions duration_ms=1066 (env=prod, region=us-east-1, ip=111.89.99.182, request_id=dm44c3kgadyyp4za, trace_id=ot23tdms7hs7jtx2xwinoq50, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:25:39 | INFO | api | User logout success user_id=7457 (env=staging, region=us-east-1, ip=254.35.73.143, request_id=q3o6w5mjyxugwlsd, trace_id=22ktnoj5s81kxtu8i0og1fcm, ua="PostmanRuntime/7.36.0")
2026-02-01 00:25:42 | INFO | api | Config loaded version=1.20.41 (env=prod, region=us-east-1, ip=141.95.13.215, request_id=30r7zf17yrcv5m6h, trace_id=jxa7ae8pcjosgo6mhmvb2aiq, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:25:52 | INFO | api | User logout success user_id=7316 (env=dev, region=eu-west-1, ip=83.141.56.236, request_id=tmgmosylvr548205, trace_id=7ip0tg7wygmnpyzy2528yn77, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:25:55 | INFO | api | DELETE /token/refresh 201 (479ms) (env=prod, region=me-south-1, ip=185.30.193.79, request_id=o0r10icd149uca8s, trace_id=bl5we0s9296spxhp7zohok3j, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:26:42 | INFO | api | Token refreshed user_id=3162 (env=staging, region=ap-southeast-1, ip=45.3.238.174, request_id=6nhufus8trc05xs4, trace_id=l2z1sm3csef2yrwojhwift1r, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:28:09 | INFO | api | File uploaded id=file_mbwd277h0b bytes=6401595 (env=staging, region=us-east-1, ip=172.94.46.52, request_id=putfrb05007tlwye, trace_id=dw7514ohwl0ti20ioqm30gv4, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:29:17 | INFO | api | Metrics pushed cpu=17% mem=45% (env=staging, region=eu-west-1, ip=130.198.82.116, request_id=k93uzpm6xgxnyjle, trace_id=phiqahlysoy172fvz1962lqm, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:29:18 | INFO | api | Token refreshed user_id=8855 (env=staging, region=me-south-1, ip=17.164.59.76, request_id=kkw42wtz1z2020oz, trace_id=nc3zxz03xdzwtiqky80gckcr, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:29:55 | INFO | api | User logout success user_id=4419 (env=staging, region=us-east-1, ip=236.27.100.87, request_id=9ogoxoofiyfscn6t, trace_id=kgxu59rey5cc43ic7mqxb8qy, ua="PostmanRuntime/7.36.0")
2026-02-01 00:30:11 | INFO | api | DELETE /admin/config 201 (293ms) (env=staging, region=eu-west-1, ip=25.90.17.232, request_id=qq0b9bemesabksrj, trace_id=az8d5d0wzcu3eudc0m6tbthl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:31:18 | INFO | api | Cache miss key=cart:6933 (env=staging, region=eu-west-1, ip=59.60.113.140, request_id=xqo2ovrf8brw9dnl, trace_id=yp1fhtfnw8cxlot0eti9l4rd, ua="PostmanRuntime/7.36.0")
2026-02-01 00:32:51 | INFO | api | File uploaded id=file_w5jv2wqr11 bytes=3991337 (env=prod, region=ap-southeast-1, ip=251.154.22.24, request_id=x3vokycbebbjv5z8, trace_id=903t5ixkuf5msozmltvuhjgh, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:33:46 | INFO | api | POST /token/refresh 400 (2255ms) (env=dev, region=eu-west-1, ip=7.32.57.206, request_id=pwbfzyvhv4kkfhw8, trace_id=o8wbbfafqjf1msd7kjgrdgo0, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:33:47 | INFO | api | File uploaded id=file_ob43xng6vt bytes=8699474 (env=prod, region=us-east-1, ip=87.50.117.247, request_id=cg8i2whpckw2ij8f, trace_id=eq16c4e1c0i22d3l23nohrdn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:34:20 | INFO | api | Token refreshed user_id=8883 (env=prod, region=me-south-1, ip=211.35.111.45, request_id=2xgu85dznrfxc28v, trace_id=8vwbp2rb4l3s2q5voc1f5i0y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:34:40 | INFO | api | User logout success user_id=2870 (env=prod, region=ap-southeast-1, ip=120.191.56.45, request_id=p7cp9wv4al0zc8f5, trace_id=kri182wmz0okbybwpisp4fi8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:34:43 | INFO | api | File uploaded id=file_6uk2p9opnn bytes=1884375 (env=prod, region=ap-southeast-1, ip=24.92.245.45, request_id=i8ccftyae59067nl, trace_id=7f2dzjqoi9tkhtqpeevxhwys, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:35:14 | INFO | api | User logout success user_id=6119 (env=prod, region=eu-west-1, ip=44.70.12.135, request_id=fjvjckfh8ne5nw31, trace_id=kcfzpwwrq060oduzpyg3o7ms, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:36:11 | INFO | api | File uploaded id=file_3a49t794cy bytes=7477623 (env=prod, region=me-south-1, ip=164.193.156.102, request_id=63gzfancxr4q8h85, trace_id=tt6wyxl0r7s4szhsq1a60uvn, ua="PostmanRuntime/7.36.0")
2026-02-01 00:37:04 | INFO | api | Job completed successfully: job=rebuild-index duration_ms=50 (env=staging, region=us-east-1, ip=100.189.168.122, request_id=zsygk4rdzejqfxba, trace_id=lvbehug3uyvm1j7iem60s3bk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:37:37 | INFO | api | User login success user_id=1055 (env=staging, region=eu-west-1, ip=248.132.90.204, request_id=9vg4izfu2zt8w54y, trace_id=j1y30ufx773g8vokxcgdma74, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:38:39 | INFO | api | Cache miss key=rate:113.190.126.2 (env=prod, region=me-south-1, ip=113.190.126.2, request_id=mglpk86mm0dq198a, trace_id=otdwy1uyqbgmqy87dhl7diy4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:38:55 | INFO | api | Metrics pushed cpu=61% mem=91% (env=prod, region=ap-southeast-1, ip=185.4.229.169, request_id=geunik0ugxaumev1, trace_id=r8sxxoqyq45nrfsmr1anjllp, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:39:32 | INFO | api | Cache hit key=cart:4147 ttl_s=3063 (env=prod, region=eu-west-1, ip=127.64.172.206, request_id=8dmxc2osigbflnn2, trace_id=za3gzzxlzxjfbdod4e4tg3lu, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:40:12 | INFO | api | User logout success user_id=1199 (env=prod, region=us-east-1, ip=159.174.37.74, request_id=n81kkwtvjaz683vz, trace_id=dmd9gmwvpaey6wdxb1vys7c1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:40:55 | INFO | api | Token refreshed user_id=9501 (env=prod, region=me-south-1, ip=185.167.23.157, request_id=8unrsvxc34r9lskd, trace_id=6n7lzal1d2j0bjbiib06ysjb, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:40:59 | INFO | api | User logout success user_id=4743 (env=staging, region=ap-southeast-1, ip=14.229.125.202, request_id=asglawx3tlv5bouf, trace_id=c1dcodpab0gq63qptf05g69p, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:41:31 | INFO | api | Cache hit key=sess:3626 ttl_s=1396 (env=prod, region=me-south-1, ip=192.75.193.142, request_id=q3nhyj61xe0xc3gj, trace_id=kuh3z4h4srl8ay04ql2lfgmf, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:41:40 | INFO | api | Cache miss key=sess:5093 (env=staging, region=me-south-1, ip=199.164.52.63, request_id=9o5x53ie61aynosw, trace_id=q6d9ij9d4uymbl1qkpby2110, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:42:22 | INFO | api | Metrics pushed cpu=67% mem=24% (env=dev, region=us-east-1, ip=56.77.7.88, request_id=qwgghcyej58ea27s, trace_id=klrz84z1hlj5e2ve73ps2k81, ua="curl/8.4.0")
2026-02-01 00:42:42 | INFO | api | Job completed successfully: job=daily-report duration_ms=2802 (env=prod, region=us-east-1, ip=155.173.178.234, request_id=e6kbqqrwvv225x2z, trace_id=d2wfsug6p5zztm98kpqe61yd, ua="curl/8.4.0")
2026-02-01 00:43:28 | INFO | api | Config loaded version=5.15.2 (env=prod, region=us-east-1, ip=93.84.44.110, request_id=gy1fvj6vw9hqkl2n, trace_id=zcyok4uhiywno05dk5op7ur0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:44:49 | INFO | api | Config loaded version=5.16.15 (env=prod, region=us-east-1, ip=129.246.41.208, request_id=bneba8c3o3m9fzpt, trace_id=6zsnntjb40q03it9i9al2zvq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:44:51 | INFO | api | User logout success user_id=1221 (env=prod, region=us-east-1, ip=244.224.228.150, request_id=s7rjov6jmahzwpby, trace_id=x0doucyessjto0ntypol3ntk, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:46:36 | INFO | api | Token refreshed user_id=2766 (env=dev, region=us-east-1, ip=110.206.202.189, request_id=kbwbqwdeohkfrk08, trace_id=5dfikqzaxad9b4c6czvxerps, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:46:38 | INFO | api | User login success user_id=8129 (env=staging, region=ap-southeast-1, ip=80.165.24.133, request_id=ylgke3quxzslvkfq, trace_id=7wh9db4up1ei5xq8rjyefbcn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:46:40 | INFO | api | PUT /health 204 (3116ms) (env=prod, region=me-south-1, ip=48.202.2.249, request_id=enafdsre7ntyncht, trace_id=5mqob5867pffetf9a04ltpwo, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:46:47 | INFO | api | File uploaded id=file_4s11gyueyd bytes=7817361 (env=prod, region=me-south-1, ip=244.50.186.67, request_id=xlw2snsqlqzc96as, trace_id=txvnuthajnlvtwgaeuxmzzbd, ua="PostmanRuntime/7.36.0")
2026-02-01 00:46:51 | INFO | api | Config loaded version=2.18.9 (env=prod, region=ap-southeast-1, ip=121.46.126.245, request_id=mlngpsntaw4yr9d8, trace_id=zahutsa0rx3j3jnlzxgopfmc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:47:19 | INFO | api | Cache hit key=rate:78.241.38.203 ttl_s=2297 (env=prod, region=eu-west-1, ip=78.241.38.203, request_id=e2w9tfqqh6j9u8ll, trace_id=ls6iqv3t2vyier175fw0ynlh, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:47:47 | INFO | api | User login success user_id=9716 (env=prod, region=me-south-1, ip=32.157.135.7, request_id=ck1pgon392s1dt7w, trace_id=3aslo4r7b5hjj5vp1o99w6o7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:48:25 | INFO | api | Token refreshed user_id=8249 (env=dev, region=eu-west-1, ip=172.193.18.213, request_id=6hxkkbtkw0wu2n8f, trace_id=vlps3ml6dlpnh5howew54vkm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:48:28 | INFO | api | Cache hit key=cart:7484 ttl_s=2284 (env=prod, region=me-south-1, ip=85.207.10.144, request_id=165g9qz1467lf48p, trace_id=gtrku4g92zwoqpfk7gpy4rhz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:48:33 | INFO | api | Cache hit key=sess:9326 ttl_s=1938 (env=staging, region=eu-west-1, ip=217.129.240.244, request_id=qffiqwchazvg8mps, trace_id=63nmbkgtasq6dvza0xvpodk8, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
